dirname,total_count,diff_count,file_size
comp.os.ms-windows.misc,149,125,1259
comp.os.ms-windows.misc,173,130,1264
comp.os.ms-windows.misc,76,68,722
comp.os.ms-windows.misc,108,96,913
comp.os.ms-windows.misc,68,64,687
comp.os.ms-windows.misc,105,93,825
comp.os.ms-windows.misc,352,233,2678
comp.os.ms-windows.misc,175,148,1615
comp.os.ms-windows.misc,96,83,928
comp.os.ms-windows.misc,335,233,2351
comp.os.ms-windows.misc,90,77,1012
comp.os.ms-windows.misc,61,57,675
comp.os.ms-windows.misc,116,99,1127
comp.os.ms-windows.misc,216,159,1946
comp.os.ms-windows.misc,59,54,645
comp.os.ms-windows.misc,401,253,2639
comp.os.ms-windows.misc,208,151,1650
comp.os.ms-windows.misc,569,354,4352
comp.os.ms-windows.misc,186,165,1563
comp.os.ms-windows.misc,67,57,1252
comp.os.ms-windows.misc,506,343,3793
comp.os.ms-windows.misc,148,117,1324
comp.os.ms-windows.misc,253,194,2231
comp.os.ms-windows.misc,99,90,905
comp.os.ms-windows.misc,154,106,1193
comp.os.ms-windows.misc,113,97,1061
comp.os.ms-windows.misc,399,249,2450
comp.os.ms-windows.misc,115,99,1084
comp.os.ms-windows.misc,194,139,1490
comp.os.ms-windows.misc,136,119,1128
comp.os.ms-windows.misc,178,143,1466
comp.os.ms-windows.misc,131,107,1175
comp.os.ms-windows.misc,249,187,2405
comp.os.ms-windows.misc,124,97,1158
comp.os.ms-windows.misc,217,167,1507
comp.os.ms-windows.misc,115,103,842
comp.os.ms-windows.misc,177,128,1252
comp.os.ms-windows.misc,396,255,2691
comp.os.ms-windows.misc,103,88,1041
comp.os.ms-windows.misc,84,78,784
comp.os.ms-windows.misc,71,64,885
comp.os.ms-windows.misc,112,95,1016
comp.os.ms-windows.misc,93,83,853
comp.os.ms-windows.misc,154,117,1624
comp.os.ms-windows.misc,275,207,2320
comp.os.ms-windows.misc,197,165,1460
comp.os.ms-windows.misc,60,59,735
comp.os.ms-windows.misc,228,151,1782
comp.os.ms-windows.misc,193,137,1475
comp.os.ms-windows.misc,80,72,980
comp.os.ms-windows.misc,229,183,1736
comp.os.ms-windows.misc,131,108,1341
comp.os.ms-windows.misc,91,85,1184
comp.os.ms-windows.misc,103,88,981
comp.os.ms-windows.misc,214,161,1493
comp.os.ms-windows.misc,35,35,496
comp.os.ms-windows.misc,178,139,1424
comp.os.ms-windows.misc,141,123,1296
comp.os.ms-windows.misc,261,211,2051
comp.os.ms-windows.misc,84,72,669
comp.os.ms-windows.misc,71,65,693
comp.os.ms-windows.misc,180,144,1521
comp.os.ms-windows.misc,308,193,2005
comp.os.ms-windows.misc,89,82,804
comp.os.ms-windows.misc,297,219,2188
comp.os.ms-windows.misc,267,190,1910
comp.os.ms-windows.misc,234,169,1574
comp.os.ms-windows.misc,198,149,1346
comp.os.ms-windows.misc,227,159,1439
comp.os.ms-windows.misc,269,196,1798
comp.os.ms-windows.misc,136,127,1133
comp.os.ms-windows.misc,321,209,2082
comp.os.ms-windows.misc,127,99,1103
comp.os.ms-windows.misc,67,63,608
comp.os.ms-windows.misc,394,243,2415
comp.os.ms-windows.misc,70,66,713
comp.os.ms-windows.misc,100,89,1086
comp.os.ms-windows.misc,174,128,1388
comp.os.ms-windows.misc,84,76,850
comp.os.ms-windows.misc,228,156,1606
comp.os.ms-windows.misc,179,154,1724
comp.os.ms-windows.misc,210,163,1562
comp.os.ms-windows.misc,219,166,1828
comp.os.ms-windows.misc,228,181,1728
comp.os.ms-windows.misc,227,159,1747
comp.os.ms-windows.misc,107,91,974
comp.os.ms-windows.misc,120,103,975
comp.os.ms-windows.misc,100,91,908
comp.os.ms-windows.misc,142,126,1198
comp.os.ms-windows.misc,265,197,2125
comp.os.ms-windows.misc,278,197,2017
comp.os.ms-windows.misc,144,126,1564
comp.os.ms-windows.misc,285,213,2265
comp.os.ms-windows.misc,99,87,970
comp.os.ms-windows.misc,104,90,1066
comp.os.ms-windows.misc,194,147,1584
comp.os.ms-windows.misc,200,149,1849
comp.os.ms-windows.misc,370,239,2475
comp.os.ms-windows.misc,157,122,1537
comp.os.ms-windows.misc,90,82,826
comp.os.ms-windows.misc,254,174,1917
comp.os.ms-windows.misc,377,242,2438
comp.os.ms-windows.misc,51,51,626
comp.os.ms-windows.misc,171,136,1499
comp.os.ms-windows.misc,61,55,740
comp.os.ms-windows.misc,181,145,1726
comp.os.ms-windows.misc,93,81,1123
comp.os.ms-windows.misc,124,111,1150
comp.os.ms-windows.misc,81,73,925
comp.os.ms-windows.misc,241,185,1915
comp.os.ms-windows.misc,240,174,1711
comp.os.ms-windows.misc,230,186,2246
comp.os.ms-windows.misc,255,190,2105
comp.os.ms-windows.misc,283,177,1924
comp.os.ms-windows.misc,94,81,800
comp.os.ms-windows.misc,183,147,1813
comp.os.ms-windows.misc,182,138,1676
comp.os.ms-windows.misc,2166,1042,16178
comp.os.ms-windows.misc,78,67,776
comp.os.ms-windows.misc,158,123,1292
comp.os.ms-windows.misc,143,121,1079
comp.os.ms-windows.misc,238,182,1625
comp.os.ms-windows.misc,152,123,1540
comp.os.ms-windows.misc,65,61,1208
comp.os.ms-windows.misc,77,74,758
comp.os.ms-windows.misc,200,145,2265
comp.os.ms-windows.misc,144,120,1401
comp.os.ms-windows.misc,232,166,1749
comp.os.ms-windows.misc,150,119,1303
comp.os.ms-windows.misc,192,150,1983
comp.os.ms-windows.misc,369,255,2847
comp.os.ms-windows.misc,378,265,2682
comp.os.ms-windows.misc,423,273,2949
comp.os.ms-windows.misc,47,47,692
comp.os.ms-windows.misc,201,160,1822
comp.os.ms-windows.misc,88,80,953
comp.os.ms-windows.misc,161,118,1459
comp.os.ms-windows.misc,1185,1121,60637
comp.os.ms-windows.misc,1003,993,59714
comp.os.ms-windows.misc,1003,982,59685
comp.os.ms-windows.misc,1000,924,59664
comp.os.ms-windows.misc,1000,884,59640
comp.os.ms-windows.misc,1000,579,59646
comp.os.ms-windows.misc,1000,882,59643
comp.os.ms-windows.misc,1000,653,59639
comp.os.ms-windows.misc,1000,848,59631
comp.os.ms-windows.misc,1000,781,59661
comp.os.ms-windows.misc,1000,404,59652
comp.os.ms-windows.misc,1000,442,59659
comp.os.ms-windows.misc,1000,292,59623
comp.os.ms-windows.misc,114,93,939
comp.os.ms-windows.misc,493,295,28050
comp.os.ms-windows.misc,87,75,944
comp.os.ms-windows.misc,251,174,1879
comp.os.ms-windows.misc,214,149,1631
comp.os.ms-windows.misc,208,154,1666
comp.os.ms-windows.misc,414,251,2868
comp.os.ms-windows.misc,557,343,4290
comp.os.ms-windows.misc,196,144,1431
comp.os.ms-windows.misc,85,76,896
comp.os.ms-windows.misc,80,67,862
comp.sys.ibm.pc.hardware,72,64,866
comp.sys.ibm.pc.hardware,52,50,585
comp.sys.ibm.pc.hardware,365,277,2362
comp.sys.ibm.pc.hardware,304,185,2487
comp.sys.ibm.pc.hardware,133,110,1022
comp.sys.ibm.pc.hardware,211,156,1523
comp.sys.ibm.pc.hardware,110,88,873
comp.sys.ibm.pc.hardware,218,180,1990
comp.sys.ibm.pc.hardware,330,213,2179
comp.sys.ibm.pc.hardware,123,118,1409
comp.sys.ibm.pc.hardware,199,153,1663
comp.sys.ibm.pc.hardware,360,254,2292
comp.sys.ibm.pc.hardware,246,171,1731
comp.sys.ibm.pc.hardware,376,252,2322
comp.sys.ibm.pc.hardware,59,54,603
comp.sys.ibm.pc.hardware,416,254,2779
comp.sys.ibm.pc.hardware,98,82,771
comp.sys.ibm.pc.hardware,156,131,1453
comp.sys.ibm.pc.hardware,328,247,2447
comp.sys.ibm.pc.hardware,64,57,695
comp.sys.ibm.pc.hardware,4158,976,31710
comp.sys.ibm.pc.hardware,135,100,1040
comp.sys.ibm.pc.hardware,326,209,2274
comp.sys.ibm.pc.hardware,88,77,1045
comp.sys.ibm.pc.hardware,142,113,1135
comp.sys.ibm.pc.hardware,272,196,1917
comp.sys.ibm.pc.hardware,409,272,2861
comp.sys.ibm.pc.hardware,302,229,2478
comp.sys.ibm.pc.hardware,80,73,962
comp.sys.ibm.pc.hardware,99,92,919
comp.sys.ibm.pc.hardware,169,137,1137
comp.sys.ibm.pc.hardware,202,140,1476
comp.sys.ibm.pc.hardware,266,192,1839
comp.sys.ibm.pc.hardware,580,307,3399
comp.sys.ibm.pc.hardware,225,167,1588
comp.sys.ibm.pc.hardware,218,155,1592
comp.sys.ibm.pc.hardware,80,70,714
comp.sys.ibm.pc.hardware,101,88,1014
comp.sys.ibm.pc.hardware,73,66,724
comp.sys.ibm.pc.hardware,171,134,1338
comp.sys.ibm.pc.hardware,152,120,1486
comp.sys.ibm.pc.hardware,104,80,883
comp.sys.ibm.pc.hardware,200,168,1598
comp.sys.ibm.pc.hardware,212,157,1823
comp.sys.ibm.pc.hardware,464,312,3220
comp.sys.ibm.pc.hardware,187,148,1491
comp.sys.ibm.pc.hardware,139,112,991
comp.sys.ibm.pc.hardware,151,119,1110
comp.sys.ibm.pc.hardware,301,216,2337
comp.sys.ibm.pc.hardware,314,239,2615
comp.sys.ibm.pc.hardware,631,353,4888
comp.sys.ibm.pc.hardware,284,189,1993
comp.sys.ibm.pc.hardware,356,225,2533
comp.sys.ibm.pc.hardware,242,191,1709
comp.sys.ibm.pc.hardware,193,150,1629
comp.sys.ibm.pc.hardware,430,251,3515
comp.sys.ibm.pc.hardware,106,93,909
comp.sys.ibm.pc.hardware,65,61,694
comp.sys.ibm.pc.hardware,167,136,1362
comp.sys.ibm.pc.hardware,159,119,1278
comp.sys.ibm.pc.hardware,104,94,865
comp.sys.ibm.pc.hardware,297,214,2001
comp.sys.ibm.pc.hardware,71,67,705
comp.sys.ibm.pc.hardware,139,119,1420
comp.sys.ibm.pc.hardware,47,45,555
comp.sys.ibm.pc.hardware,127,109,1217
comp.sys.ibm.pc.hardware,248,175,1663
comp.sys.ibm.pc.hardware,233,168,1705
comp.sys.ibm.pc.hardware,225,156,1872
comp.sys.ibm.pc.hardware,142,115,1131
comp.sys.ibm.pc.hardware,126,112,1135
comp.sys.ibm.pc.hardware,98,91,1009
comp.sys.ibm.pc.hardware,244,174,2050
comp.sys.ibm.pc.hardware,389,273,2853
comp.sys.ibm.pc.hardware,224,163,1602
comp.sys.ibm.pc.hardware,105,90,928
comp.sys.ibm.pc.hardware,354,237,2473
comp.sys.ibm.pc.hardware,169,152,1653
comp.sys.ibm.pc.hardware,275,192,2305
comp.sys.ibm.pc.hardware,89,82,795
comp.sys.ibm.pc.hardware,314,203,2311
comp.sys.ibm.pc.hardware,584,297,3419
comp.sys.ibm.pc.hardware,120,93,1146
comp.sys.ibm.pc.hardware,133,118,1369
comp.sys.ibm.pc.hardware,287,211,2079
comp.sys.ibm.pc.hardware,116,99,1021
comp.sys.ibm.pc.hardware,204,151,1482
comp.sys.ibm.pc.hardware,104,89,787
comp.sys.ibm.pc.hardware,416,246,2767
comp.sys.ibm.pc.hardware,302,202,1960
comp.sys.ibm.pc.hardware,374,227,2562
comp.sys.ibm.pc.hardware,79,75,822
comp.sys.ibm.pc.hardware,331,217,2177
comp.sys.ibm.pc.hardware,252,191,1860
comp.sys.ibm.pc.hardware,211,158,1964
comp.sys.ibm.pc.hardware,651,374,4260
comp.sys.ibm.pc.hardware,235,166,1667
comp.sys.ibm.pc.hardware,300,203,2005
comp.sys.ibm.pc.hardware,245,179,1694
comp.sys.ibm.pc.hardware,243,160,1874
comp.sys.ibm.pc.hardware,173,128,1301
comp.sys.ibm.pc.hardware,225,163,1637
comp.sys.ibm.pc.hardware,203,152,1514
comp.sys.ibm.pc.hardware,337,233,2266
comp.sys.ibm.pc.hardware,171,132,1437
comp.sys.ibm.pc.hardware,193,153,1956
comp.sys.ibm.pc.hardware,111,95,960
comp.sys.ibm.pc.hardware,144,122,1562
comp.sys.ibm.pc.hardware,420,266,2603
comp.sys.ibm.pc.hardware,216,167,1756
comp.sys.ibm.pc.hardware,189,149,1590
comp.sys.ibm.pc.hardware,101,90,962
comp.sys.ibm.pc.hardware,115,99,959
comp.sys.ibm.pc.hardware,114,97,1062
comp.sys.ibm.pc.hardware,54,48,615
comp.sys.ibm.pc.hardware,161,121,1175
comp.sys.ibm.pc.hardware,238,183,1857
comp.sys.ibm.pc.hardware,137,108,1235
comp.sys.ibm.pc.hardware,185,159,1566
comp.sys.ibm.pc.hardware,190,143,1403
comp.sys.ibm.pc.hardware,112,94,1111
comp.sys.ibm.pc.hardware,125,92,1081
comp.sys.ibm.pc.hardware,211,165,1735
comp.sys.ibm.pc.hardware,210,166,1668
comp.sys.ibm.pc.hardware,2026,1257,21461
comp.sys.ibm.pc.hardware,94,80,933
comp.sys.ibm.pc.hardware,150,120,1262
comp.sys.ibm.pc.hardware,142,117,1013
comp.sys.ibm.pc.hardware,114,103,1038
comp.sys.ibm.pc.hardware,73,67,809
comp.sys.ibm.pc.hardware,547,332,3485
comp.sys.ibm.pc.hardware,155,126,1295
comp.sys.ibm.pc.hardware,145,117,1212
comp.sys.ibm.pc.hardware,358,242,2289
comp.sys.ibm.pc.hardware,235,175,1620
comp.sys.ibm.pc.hardware,210,151,1464
comp.sys.ibm.pc.hardware,123,81,1312
comp.sys.ibm.pc.hardware,175,125,1282
comp.sys.ibm.pc.hardware,174,122,1240
comp.sys.ibm.pc.hardware,176,151,1390
comp.sys.ibm.pc.hardware,252,171,1789
comp.sys.ibm.pc.hardware,251,186,1971
comp.sys.ibm.pc.hardware,121,96,1104
comp.sys.ibm.pc.hardware,478,299,3040
comp.sys.ibm.pc.hardware,196,157,1478
comp.sys.ibm.pc.hardware,408,275,3058
comp.sys.ibm.pc.hardware,333,207,2325
comp.sys.ibm.pc.hardware,212,157,1810
comp.sys.ibm.pc.hardware,452,303,2899
comp.sys.ibm.pc.hardware,129,107,1075
comp.sys.ibm.pc.hardware,211,143,1664
comp.sys.ibm.pc.hardware,224,154,1666
comp.sys.ibm.pc.hardware,149,90,1218
comp.sys.ibm.pc.hardware,129,118,1147
comp.sys.ibm.pc.hardware,123,103,1109
comp.sys.ibm.pc.hardware,247,155,2080
comp.sys.ibm.pc.hardware,338,245,2335
comp.sys.ibm.pc.hardware,131,104,1249
comp.sys.ibm.pc.hardware,182,142,1473
comp.sys.ibm.pc.hardware,4072,1289,25607
comp.sys.ibm.pc.hardware,115,96,1033
comp.sys.ibm.pc.hardware,191,138,1282
comp.sys.ibm.pc.hardware,250,183,1966
comp.sys.ibm.pc.hardware,47,45,571
comp.sys.ibm.pc.hardware,79,76,746
comp.sys.ibm.pc.hardware,278,190,2704
comp.sys.ibm.pc.hardware,104,92,852
comp.sys.ibm.pc.hardware,151,123,1352
comp.sys.ibm.pc.hardware,169,131,1242
comp.sys.ibm.pc.hardware,110,98,1188
comp.sys.ibm.pc.hardware,192,161,1711
comp.sys.ibm.pc.hardware,226,162,1653
comp.sys.ibm.pc.hardware,197,154,1572
comp.sys.ibm.pc.hardware,207,157,1604
comp.sys.ibm.pc.hardware,130,116,1358
comp.sys.ibm.pc.hardware,126,103,1131
comp.sys.ibm.pc.hardware,127,101,972
comp.sys.ibm.pc.hardware,184,131,1305
comp.sys.ibm.pc.hardware,219,152,1448
comp.sys.ibm.pc.hardware,260,186,2006
comp.sys.ibm.pc.hardware,95,85,1005
comp.sys.ibm.pc.hardware,116,98,966
comp.sys.ibm.pc.hardware,178,151,1317
comp.sys.ibm.pc.hardware,108,94,1114
comp.sys.ibm.pc.hardware,173,146,1432
comp.sys.ibm.pc.hardware,149,116,1165
comp.sys.ibm.pc.hardware,209,155,1475
comp.sys.ibm.pc.hardware,122,102,961
comp.sys.ibm.pc.hardware,73,70,877
comp.sys.ibm.pc.hardware,138,112,1197
comp.sys.ibm.pc.hardware,138,101,1091
comp.sys.ibm.pc.hardware,271,204,2325
comp.sys.ibm.pc.hardware,227,168,1781
comp.sys.ibm.pc.hardware,72,64,781
comp.sys.ibm.pc.hardware,402,262,2745
comp.sys.ibm.pc.hardware,175,133,1295
comp.sys.ibm.pc.hardware,238,178,1788
comp.sys.ibm.pc.hardware,298,219,2185
comp.sys.ibm.pc.hardware,214,157,1475
comp.sys.ibm.pc.hardware,511,291,3352
comp.sys.ibm.pc.hardware,180,115,1508
comp.sys.ibm.pc.hardware,428,281,3175
comp.sys.ibm.pc.hardware,276,197,2140
comp.sys.ibm.pc.hardware,142,117,1113
comp.sys.ibm.pc.hardware,104,81,847
comp.sys.ibm.pc.hardware,101,89,978
comp.sys.ibm.pc.hardware,121,102,948
comp.sys.ibm.pc.hardware,409,252,2550
comp.sys.ibm.pc.hardware,240,157,2151
comp.sys.ibm.pc.hardware,123,111,1270
comp.sys.ibm.pc.hardware,152,107,1251
comp.sys.ibm.pc.hardware,267,180,1718
comp.sys.ibm.pc.hardware,334,216,2585
comp.sys.ibm.pc.hardware,196,151,1701
comp.sys.ibm.pc.hardware,198,151,1432
comp.sys.ibm.pc.hardware,177,144,1424
comp.sys.ibm.pc.hardware,256,195,1780
comp.sys.ibm.pc.hardware,153,124,1146
comp.sys.ibm.pc.hardware,42,38,609
comp.sys.ibm.pc.hardware,77,66,825
comp.sys.ibm.pc.hardware,106,84,894
comp.sys.ibm.pc.hardware,97,85,876
comp.sys.ibm.pc.hardware,131,106,1099
comp.sys.ibm.pc.hardware,110,91,1073
comp.sys.ibm.pc.hardware,293,206,2284
comp.sys.ibm.pc.hardware,108,93,1172
comp.sys.ibm.pc.hardware,272,192,1950
comp.sys.ibm.pc.hardware,875,480,5305
comp.sys.ibm.pc.hardware,173,116,1289
comp.sys.ibm.pc.hardware,92,80,932
comp.sys.ibm.pc.hardware,214,140,1603
comp.sys.ibm.pc.hardware,394,279,2907
comp.sys.ibm.pc.hardware,97,83,896
comp.sys.ibm.pc.hardware,250,182,2000
comp.sys.ibm.pc.hardware,247,179,1999
comp.sys.ibm.pc.hardware,165,125,1204
comp.sys.ibm.pc.hardware,221,154,1876
comp.sys.ibm.pc.hardware,97,87,1158
comp.sys.ibm.pc.hardware,100,89,807
comp.sys.ibm.pc.hardware,79,70,826
comp.sys.ibm.pc.hardware,48,46,549
comp.sys.ibm.pc.hardware,223,157,1667
comp.sys.ibm.pc.hardware,128,112,1110
comp.sys.ibm.pc.hardware,204,145,1453
comp.sys.ibm.pc.hardware,246,191,1963
comp.sys.ibm.pc.hardware,418,262,2586
comp.sys.ibm.pc.hardware,431,301,2958
comp.sys.ibm.pc.hardware,61,57,684
comp.sys.ibm.pc.hardware,212,158,1510
comp.sys.ibm.pc.hardware,691,415,4475
comp.sys.ibm.pc.hardware,127,97,1021
comp.sys.ibm.pc.hardware,132,108,1003
comp.sys.ibm.pc.hardware,237,162,1762
comp.sys.ibm.pc.hardware,184,150,1703
comp.sys.ibm.pc.hardware,334,208,2382
comp.sys.ibm.pc.hardware,131,105,1250
comp.sys.ibm.pc.hardware,185,136,1368
comp.sys.ibm.pc.hardware,259,181,1942
comp.sys.ibm.pc.hardware,255,195,1934
comp.sys.ibm.pc.hardware,68,65,748
comp.sys.ibm.pc.hardware,207,156,1665
comp.sys.ibm.pc.hardware,74,69,814
comp.sys.ibm.pc.hardware,172,141,1477
comp.sys.ibm.pc.hardware,133,91,1054
comp.sys.ibm.pc.hardware,35,35,476
comp.sys.ibm.pc.hardware,166,149,1517
comp.sys.ibm.pc.hardware,224,166,1574
comp.sys.ibm.pc.hardware,347,234,2686
comp.sys.ibm.pc.hardware,1038,529,5984
comp.sys.ibm.pc.hardware,240,192,1783
comp.sys.ibm.pc.hardware,138,108,1037
comp.sys.ibm.pc.hardware,35,35,403
comp.sys.ibm.pc.hardware,224,174,1598
comp.sys.ibm.pc.hardware,102,85,1085
comp.sys.ibm.pc.hardware,127,100,1206
comp.sys.ibm.pc.hardware,195,159,1776
comp.sys.ibm.pc.hardware,358,249,2364
comp.sys.ibm.pc.hardware,69,63,597
comp.sys.ibm.pc.hardware,1394,633,7689
comp.sys.ibm.pc.hardware,74,64,1018
comp.sys.ibm.pc.hardware,471,314,3015
comp.sys.ibm.pc.hardware,207,149,1512
comp.sys.ibm.pc.hardware,289,209,2173
comp.sys.ibm.pc.hardware,350,239,2384
comp.sys.ibm.pc.hardware,142,114,1470
comp.sys.ibm.pc.hardware,196,154,1579
comp.sys.ibm.pc.hardware,124,102,975
comp.sys.ibm.pc.hardware,344,234,2228
comp.sys.ibm.pc.hardware,117,106,1057
comp.sys.ibm.pc.hardware,198,148,1458
comp.sys.ibm.pc.hardware,111,94,1066
comp.sys.ibm.pc.hardware,319,226,2330
comp.sys.ibm.pc.hardware,511,303,3374
comp.sys.ibm.pc.hardware,182,141,1663
comp.sys.ibm.pc.hardware,243,172,1769
comp.sys.ibm.pc.hardware,79,73,797
comp.sys.ibm.pc.hardware,337,211,2519
comp.sys.ibm.pc.hardware,91,71,863
comp.sys.ibm.pc.hardware,47,45,712
comp.sys.ibm.pc.hardware,195,145,1438
comp.sys.ibm.pc.hardware,128,110,1253
comp.sys.ibm.pc.hardware,144,118,1258
comp.sys.ibm.pc.hardware,98,78,1329
comp.sys.ibm.pc.hardware,971,498,5954
comp.sys.ibm.pc.hardware,158,132,1291
comp.sys.ibm.pc.hardware,133,108,1080
comp.sys.ibm.pc.hardware,255,187,1656
comp.sys.ibm.pc.hardware,208,142,1546
comp.sys.ibm.pc.hardware,525,315,3368
comp.sys.ibm.pc.hardware,100,94,1257
comp.sys.ibm.pc.hardware,150,122,1204
comp.sys.ibm.pc.hardware,122,102,1006
comp.sys.ibm.pc.hardware,312,216,2518
comp.sys.ibm.pc.hardware,152,111,1197
comp.sys.ibm.pc.hardware,323,215,2138
comp.sys.ibm.pc.hardware,118,108,1037
comp.sys.ibm.pc.hardware,413,271,2773
comp.sys.ibm.pc.hardware,208,144,1695
comp.sys.ibm.pc.hardware,278,178,1753
comp.sys.ibm.pc.hardware,159,133,1460
comp.sys.ibm.pc.hardware,89,78,732
comp.sys.ibm.pc.hardware,173,131,1200
comp.sys.ibm.pc.hardware,520,334,3592
comp.sys.ibm.pc.hardware,140,113,1097
comp.sys.ibm.pc.hardware,162,118,1153
comp.sys.ibm.pc.hardware,196,147,1430
comp.sys.ibm.pc.hardware,135,113,1154
comp.sys.ibm.pc.hardware,87,78,784
comp.sys.ibm.pc.hardware,358,231,2188
comp.sys.ibm.pc.hardware,119,99,1010
comp.sys.ibm.pc.hardware,42,41,546
comp.sys.ibm.pc.hardware,88,72,893
comp.sys.ibm.pc.hardware,107,95,1026
comp.sys.ibm.pc.hardware,60,59,649
comp.sys.ibm.pc.hardware,119,104,1100
comp.sys.ibm.pc.hardware,204,144,1471
comp.sys.ibm.pc.hardware,290,198,2047
comp.sys.ibm.pc.hardware,394,244,2602
comp.sys.ibm.pc.hardware,152,123,1325
comp.sys.ibm.pc.hardware,330,207,2224
comp.sys.ibm.pc.hardware,115,104,1072
comp.sys.ibm.pc.hardware,218,168,1721
comp.sys.ibm.pc.hardware,116,96,1087
comp.sys.ibm.pc.hardware,478,325,3415
comp.sys.ibm.pc.hardware,151,99,1590
comp.sys.ibm.pc.hardware,377,235,2584
comp.sys.ibm.pc.hardware,62,59,628
comp.sys.ibm.pc.hardware,131,104,1043
comp.sys.ibm.pc.hardware,372,265,2360
comp.sys.ibm.pc.hardware,276,186,1812
comp.sys.ibm.pc.hardware,123,103,1292
comp.sys.ibm.pc.hardware,178,123,1246
comp.sys.ibm.pc.hardware,512,299,3324
comp.sys.ibm.pc.hardware,198,148,1549
comp.sys.ibm.pc.hardware,234,179,1868
comp.sys.ibm.pc.hardware,96,81,1147
comp.sys.ibm.pc.hardware,117,104,1083
comp.sys.ibm.pc.hardware,79,72,711
comp.sys.ibm.pc.hardware,200,159,1803
comp.sys.ibm.pc.hardware,176,133,1438
comp.sys.ibm.pc.hardware,88,79,849
comp.sys.ibm.pc.hardware,94,88,1005
comp.sys.ibm.pc.hardware,297,192,2013
comp.sys.ibm.pc.hardware,113,97,1189
comp.sys.ibm.pc.hardware,327,207,2021
comp.sys.ibm.pc.hardware,321,235,2229
comp.sys.ibm.pc.hardware,111,95,969
comp.sys.ibm.pc.hardware,108,88,909
comp.sys.ibm.pc.hardware,270,198,2078
comp.sys.ibm.pc.hardware,119,93,880
comp.sys.ibm.pc.hardware,102,84,871
comp.sys.ibm.pc.hardware,168,144,1388
comp.sys.ibm.pc.hardware,258,189,1831
comp.sys.ibm.pc.hardware,95,83,911
comp.sys.ibm.pc.hardware,285,202,2114
comp.sys.ibm.pc.hardware,108,91,885
comp.sys.ibm.pc.hardware,347,243,2268
comp.sys.ibm.pc.hardware,167,137,1280
comp.sys.ibm.pc.hardware,255,193,1743
comp.sys.ibm.pc.hardware,133,115,922
comp.sys.ibm.pc.hardware,199,160,1462
comp.sys.ibm.pc.hardware,289,178,1780
comp.sys.ibm.pc.hardware,267,183,1902
comp.sys.ibm.pc.hardware,465,291,2985
comp.sys.ibm.pc.hardware,120,96,1228
comp.sys.ibm.pc.hardware,223,149,1473
comp.sys.ibm.pc.hardware,170,133,1310
comp.sys.ibm.pc.hardware,136,108,1062
comp.sys.ibm.pc.hardware,93,84,874
comp.sys.ibm.pc.hardware,70,67,678
comp.sys.ibm.pc.hardware,126,105,968
comp.sys.ibm.pc.hardware,179,147,1418
comp.sys.ibm.pc.hardware,72,64,641
comp.sys.ibm.pc.hardware,198,153,1345
comp.sys.ibm.pc.hardware,199,154,1410
comp.sys.ibm.pc.hardware,200,164,1502
comp.sys.ibm.pc.hardware,109,88,847
comp.sys.ibm.pc.hardware,232,179,1779
comp.sys.ibm.pc.hardware,553,220,4587
comp.sys.ibm.pc.hardware,112,89,1282
comp.sys.ibm.pc.hardware,227,167,1446
comp.sys.ibm.pc.hardware,117,96,954
comp.sys.ibm.pc.hardware,173,133,1418
comp.sys.ibm.pc.hardware,139,113,1253
comp.sys.ibm.pc.hardware,126,105,955
comp.sys.ibm.pc.hardware,163,118,1042
comp.sys.ibm.pc.hardware,138,119,1179
comp.sys.ibm.pc.hardware,172,127,1297
comp.sys.ibm.pc.hardware,71,64,746
comp.sys.ibm.pc.hardware,107,83,935
comp.sys.ibm.pc.hardware,177,131,1341
comp.sys.ibm.pc.hardware,492,329,3144
comp.sys.ibm.pc.hardware,292,207,2024
comp.sys.ibm.pc.hardware,138,115,1183
comp.sys.ibm.pc.hardware,153,118,1004
comp.sys.ibm.pc.hardware,191,157,1687
comp.sys.ibm.pc.hardware,192,134,1281
comp.sys.ibm.pc.hardware,98,81,928
comp.sys.ibm.pc.hardware,204,147,1637
comp.sys.ibm.pc.hardware,257,164,2387
comp.sys.ibm.pc.hardware,335,233,2323
comp.sys.ibm.pc.hardware,254,182,1704
comp.sys.ibm.pc.hardware,65,61,642
comp.sys.ibm.pc.hardware,115,100,1020
comp.sys.ibm.pc.hardware,189,148,1567
comp.sys.ibm.pc.hardware,286,198,2035
comp.sys.ibm.pc.hardware,80,71,870
comp.sys.ibm.pc.hardware,336,237,2160
comp.sys.ibm.pc.hardware,465,255,3165
comp.sys.ibm.pc.hardware,201,152,1478
comp.sys.ibm.pc.hardware,95,85,847
comp.sys.ibm.pc.hardware,236,182,1890
comp.sys.ibm.pc.hardware,61,56,555
comp.sys.ibm.pc.hardware,160,123,1620
comp.sys.ibm.pc.hardware,113,94,978
comp.sys.ibm.pc.hardware,74,70,692
comp.sys.ibm.pc.hardware,36,36,512
comp.sys.ibm.pc.hardware,69,64,721
comp.sys.ibm.pc.hardware,152,119,1381
comp.sys.ibm.pc.hardware,153,117,1276
comp.sys.ibm.pc.hardware,281,188,1869
comp.sys.ibm.pc.hardware,154,123,1547
comp.sys.ibm.pc.hardware,46,43,583
comp.sys.ibm.pc.hardware,47,44,623
comp.sys.ibm.pc.hardware,211,164,1780
comp.sys.ibm.pc.hardware,74,61,793
